rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1628054651506108041,,3497,,0,0,"""T8""",,,0.279906038878,-0.147586752182,-0.244459818769,,0.16951980493,-0.0528576615486,0.742267709736,0.646148396605
1628054651509761880,,3498,,0,0,"""T8""",,,0.279678923478,-0.147816241101,-0.244189962172,,0.169926710073,-0.0531842576254,0.742057228377,0.646256464384
1628054651536971399,,3499,,0,0,"""T8""",,,0.279486514011,-0.148033815492,-0.243929760682,,0.170360478276,-0.0535215630144,0.741822554604,0.646383823447
1628054651550484964,,3500,,0,0,"""T8""",,,0.279342774833,-0.148222570561,-0.243681330193,,0.170895729325,-0.053886899938,0.741541551644,0.64653459219
1628054651580004152,,3501,,0,0,"""T8""",,,0.279233681102,-0.148399391543,-0.243442495191,,0.171457819361,-0.0542628542815,0.741236167813,0.646704493838
1628054651590119524,,3502,,0,0,"""T8""",,,0.279151557653,-0.148603179059,-0.243216594134,,0.171849898366,-0.0546080493415,0.740949616328,0.646899713589
1628054651627758144,,3503,,0,0,"""T8""",,,0.279104107464,-0.14885337538,-0.242994908012,,0.171892536562,-0.0549244809305,0.740719336093,0.647125275666
1628054651638178746,,3504,,0,0,"""T8""",,,0.279083327137,-0.149130479267,-0.242786063008,,0.171765231864,-0.0552102269538,0.740508298027,0.647376240308
1628054651646885286,,3505,,0,0,"""T8""",,,0.279058120107,-0.149414980534,-0.242619907554,,0.171809579485,-0.0554181956887,0.74024804517,0.647644287867
1628054651668330353,,3506,,0,0,"""T8""",,,0.27901645428,-0.149702934006,-0.242516791229,,0.172252955978,-0.0555187717139,0.739877709912,0.647941015463
1628054651675881555,,3507,,0,0,"""T8""",,,0.278970263322,-0.149998275687,-0.242456240906,,0.172867845921,-0.0555416790232,0.739457739263,0.648254642546
1628054651681887783,,3508,,0,0,"""T8""",,,0.278924280747,-0.150293680593,-0.242407125825,,0.173313557078,-0.0555288516274,0.739102110467,0.648542232914
1628054651714647224,,3509,,0,0,"""T8""",,,0.278877907509,-0.150585964334,-0.242366409156,,0.173401707882,-0.055501613174,0.738871322857,0.648783929285
1628054651724648553,,3510,,0,0,"""T8""",,,0.278831639983,-0.150878348666,-0.242337044369,,0.17332090032,-0.0554384956689,0.738705403939,0.648999818877
1628054651783722208,,3511,,0,0,"""T8""",,,0.278792207385,-0.151172900208,-0.242296136076,,0.173296015249,-0.0553171773892,0.738538256024,0.649207012727
1628054651794222276,,3512,,0,0,"""T8""",,,0.278760563483,-0.151481089263,-0.242233520876,,0.173453666805,-0.0550993488512,0.738334654761,0.64941498659
1628054651811082197,,3513,,0,0,"""T8""",,,0.278735793867,-0.151791454936,-0.242159276727,,0.173667242518,-0.0548234487489,0.738129674428,0.649614240971
1628054651827516115,,3514,,0,0,"""T8""",,,0.278721556051,-0.152071723574,-0.242080517621,,0.173781792977,-0.0545822577502,0.737962837035,0.649793441583
1628054651844622404,,3515,,0,0,"""T8""",,,0.278718968836,-0.152306839527,-0.242004511439,,0.173711640308,-0.0544078073649,0.737857487242,0.649946447825
1628054651861525086,,3516,,0,0,"""T8""",,,0.278727005342,-0.152511897961,-0.241924202707,,0.173542498211,-0.0542679677985,0.73779047637,0.650079381279
1628054651877437774,,3517,,0,0,"""T8""",,,0.278746057995,-0.152700076207,-0.241824816777,,0.173376408756,-0.0541592613339,0.737732210423,0.650198878038
1628054651895364997,,3518,,0,0,"""T8""",,,0.278782404311,-0.152877654041,-0.241688777148,,0.173203508661,-0.0540807955116,0.737684364742,0.650305766667
1628054651910479004,,3519,,0,0,"""T8""",,,0.278829753653,-0.15303829069,-0.241533750395,,0.173033660207,-0.0540335171049,0.737645221457,0.650399307138
1628054651927550842,,3520,,0,0,"""T8""",,,0.278870216173,-0.153176068573,-0.241399845356,,0.172998757776,-0.0540166452721,0.737579749073,0.650484239316
1628054651944140799,,3521,,0,0,"""T8""",,,0.278900056931,-0.153285198054,-0.241304879568,,0.173206081152,-0.0540433204603,0.737452501898,0.650571118642
1628054651957726449,,3522,,0,0,"""T8""",,,0.27892301275,-0.153371503393,-0.241231183108,,0.173548285201,-0.0541003857801,0.737298739676,0.650649452036
1628054651977458393,,3523,,0,0,"""T8""",,,0.278932218752,-0.153446546778,-0.241166000422,,0.173835475059,-0.0541476279403,0.737189428298,0.650692714579
1628054651994557015,,3524,,0,0,"""T8""",,,0.278922559927,-0.153510042558,-0.241108381587,,0.173960448741,-0.0541714146149,0.737169606462,0.650679791773
1628054652011091045,,3525,,0,0,"""T8""",,,0.278899246859,-0.153562302013,-0.241059493861,,0.174030449521,-0.0541854131636,0.737194395135,0.65063182171
1628054652027634181,,3526,,0,0,"""T8""",,,0.278871065915,-0.153615410471,-0.241010069507,,0.174177043531,-0.0541903262052,0.737200234964,0.650585566718
1628054652044360261,,3527,,0,0,"""T8""",,,0.27883931955,-0.153671808991,-0.240958625797,,0.174487500427,-0.0541758840639,0.737154250019,0.650555683596
1628054652061135270,,3528,,0,0,"""T8""",,,0.27880268538,-0.153729122029,-0.240906758627,,0.174874476304,-0.0541522963286,0.737089176898,0.650527471856
1628054652077351649,,3529,,0,0,"""T8""",,,0.278766180657,-0.153792215924,-0.240850910324,,0.175207693563,-0.0541510260276,0.737039917824,0.650493727895
1628054652094221182,,3530,,0,0,"""T8""",,,0.278730335946,-0.153863421122,-0.24079085059,,0.175442219734,-0.054190270525,0.737023833148,0.650445471571
1628054652111171588,,3531,,0,0,"""T8""",,,0.278694564493,-0.153940431177,-0.240726695047,,0.175623030466,-0.0542518764577,0.737023670819,0.65039172329
1628054652127766779,,3532,,0,0,"""T8""",,,0.278661962659,-0.154021145592,-0.240654784767,,0.17575468649,-0.0543127933935,0.737022735196,0.650352134198
1628054652144778284,,3533,,0,0,"""T8""",,,0.278627947019,-0.154105676857,-0.240570654585,,0.175842638769,-0.0543630346599,0.737015643153,0.65033219865
1628054652160807813,,3534,,0,0,"""T8""",,,0.278597077486,-0.154193894758,-0.240478524363,,0.175881447422,-0.0544126188642,0.73700778718,0.650326460324
1628054652177447889,,3535,,0,0,"""T8""",,,0.278586312021,-0.154283139368,-0.240387226816,,0.175859148919,-0.0544686552306,0.7369985777,0.650338236464
1628054652194300282,,3536,,0,0,"""T8""",,,0.278603140478,-0.154369165729,-0.240301817375,,0.175743608213,-0.054535169336,0.73699159285,0.650371810233
1628054652210987888,,3537,,0,0,"""T8""",,,0.278640104884,-0.154456165369,-0.240217104162,,0.175566978749,-0.0546081931718,0.736983299159,0.65042278402
1628054652227665069,,3538,,0,0,"""T8""",,,0.278691116803,-0.154554368229,-0.240124554314,,0.175413808725,-0.0546827367668,0.736962255694,0.650481688975
1628054652243932581,,3539,,0,0,"""T8""",,,0.278763830404,-0.15467394047,-0.240014737033,,0.175318114314,-0.0547519913677,0.7369204318,0.650549041526
1628054652261268614,,3540,,0,0,"""T8""",,,0.278850578604,-0.154804727243,-0.239897155055,,0.175245875548,-0.054822739797,0.736865910583,0.650624300288
1628054652277467548,,3541,,0,0,"""T8""",,,0.278922605301,-0.154926263413,-0.239792330802,,0.175179654129,-0.0549103010938,0.73681149397,0.650696373101
1628054652292387694,,3542,,0,0,"""T8""",,,0.278966166705,-0.155029804027,-0.239714245847,,0.175089571075,-0.0550330333291,0.73675769737,0.650771160016
1628054652311451360,,3543,,0,0,"""T8""",,,0.278994961782,-0.155124147401,-0.239649011508,,0.175005523902,-0.0551725283275,0.736703975391,0.65084277008
1628054652324787920,,3544,,0,0,"""T8""",,,0.279021662692,-0.155215411435,-0.239574992512,,0.174999750957,-0.055288916189,0.736661618462,0.650882387837
1628054652344500256,,3545,,0,0,"""T8""",,,0.27905032277,-0.155306245876,-0.239483061086,,0.175169978479,-0.0553634914384,0.736632964683,0.65086268736
1628054652361468482,,3546,,0,0,"""T8""",,,0.279076845719,-0.155394012757,-0.239382237831,,0.175418463294,-0.0554149163879,0.73661566938,0.650810959805
1628054652377863150,,3547,,0,0,"""T8""",,,0.279101556367,-0.155476594636,-0.239278416951,,0.175524380472,-0.0554593779198,0.736613801791,0.650780728258
1628054652394518368,,3548,,0,0,"""T8""",,,0.279128271049,-0.155549674793,-0.239168120143,,0.175308145018,-0.0554884660708,0.736656659005,0.65078802322
1628054652407628084,,3549,,0,0,"""T8""",,,0.279153171812,-0.155617630804,-0.23905460225,,0.174949318103,-0.0555105905247,0.736714947926,0.65081671455
1628054652427319947,,3550,,0,0,"""T8""",,,0.27916546994,-0.155691314439,-0.238954389441,,0.174765826019,-0.0555671700034,0.736705247045,0.650872164599
1628054652444652261,,3551,,0,0,"""T8""",,,0.279156855116,-0.155774520468,-0.238877377239,,0.17493089517,-0.0556781929298,0.736571722198,0.65096944537
1628054652460950470,,3552,,0,0,"""T8""",,,0.279135587219,-0.155863477086,-0.238813685979,,0.17527126008,-0.055823729714,0.736370134615,0.651093481336
1628054652478034473,,3553,,0,0,"""T8""",,,0.279115365627,-0.155958183754,-0.238748926191,,0.175585188761,-0.0559852953408,0.736184474575,0.651204965881
1628054652494025274,,3554,,0,0,"""T8""",,,0.279103882868,-0.156064131412,-0.238682509123,,0.1757984461,-0.0562009294924,0.736050290319,0.651280532486
1628054652510844382,,3555,,0,0,"""T8""",,,0.27909341191,-0.15617583122,-0.238614898091,,0.175985249118,-0.0564325775109,0.735932082816,0.651343631097
1628054652527366569,,3556,,0,0,"""T8""",,,0.279074477634,-0.156276432258,-0.238533693373,,0.176166635597,-0.0565475872951,0.735807525815,0.651425338644
1628054652544238398,,3557,,0,0,"""T8""",,,0.279055055814,-0.156350430296,-0.23843273263,,0.176345633599,-0.0564801275563,0.735658140919,0.651551465658
1628054652560713183,,3558,,0,0,"""T8""",,,0.279027148476,-0.156413348511,-0.238318076789,,0.176519301207,-0.0562960193929,0.735502347923,0.65169624113
1628054652577566597,,3559,,0,0,"""T8""",,,0.278957056199,-0.156495048803,-0.238194585881,,0.176699696757,-0.0560601052441,0.73537304503,0.651813597902
1628054652594249869,,3560,,0,0,"""T8""",,,0.278830027067,-0.156615472101,-0.238068979911,,0.176842400959,-0.0557765843547,0.735297263009,0.651884708267
1628054652610880620,,3561,,0,0,"""T8""",,,0.278660765148,-0.156754606665,-0.23793454845,,0.176991877638,-0.0554412496499,0.735247952328,0.651928363921
1628054652627485840,,3562,,0,0,"""T8""",,,0.278459931486,-0.156882390291,-0.237776107226,,0.177293388743,-0.055106431431,0.735177061815,0.651954770904
1628054652644760040,,3563,,0,0,"""T8""",,,0.278230521053,-0.156991750261,-0.237586067666,,0.177754695672,-0.0547775894438,0.735106195382,0.651936780196
