rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1628054651506630973,,3497,,0,0,"""T8""",,,0.343154265555,-0.100821453593,-1.27562151077,,0.0378942537231,-0.0872626733211,-0.0165630029647,0.995326538535
1628054651509968187,,3498,,0,0,"""T8""",,,0.342465301805,-0.100799258225,-1.27583623168,,0.0379407484656,-0.0869339182229,-0.0166678431945,0.995351785286
1628054651537651740,,3499,,0,0,"""T8""",,,0.341831120065,-0.100803952087,-1.27603272075,,0.0379726503886,-0.0866243197062,-0.0167414325249,0.995376325565
1628054651551336870,,3500,,0,0,"""T8""",,,0.341266951629,-0.100840447791,-1.27620688435,,0.037986102074,-0.0863345019864,-0.016755982246,0.995400746873
1628054651580375697,,3501,,0,0,"""T8""",,,0.340757669626,-0.100903960054,-1.2763628393,,0.0379849648103,-0.0860638456229,-0.0167393151028,0.995424508566
1628054651590923028,,3502,,0,0,"""T8""",,,0.340312535022,-0.101007049653,-1.27649534286,,0.0379662032912,-0.0858296035608,-0.0167433648002,0.99544538087
1628054651628103922,,3503,,0,0,"""T8""",,,0.339970161222,-0.101160993584,-1.27659128509,,0.0379242874195,-0.0856557816681,-0.0167856544145,0.99546123847
1628054651638780580,,3504,,0,0,"""T8""",,,0.339691894014,-0.101354493026,-1.27666379165,,0.0378647603425,-0.0855183810943,-0.016848686104,0.995474252905
1628054651647242248,,3505,,0,0,"""T8""",,,0.3393711736,-0.101565941662,-1.27674705094,,0.0378012145788,-0.0853626919694,-0.0169320835323,0.995488615477
1628054651669165399,,3506,,0,0,"""T8""",,,0.338957276578,-0.101796808706,-1.2768568566,,0.0377354839231,-0.0851599614665,-0.0170376499013,0.99550667135
1628054651675906421,,3507,,0,0,"""T8""",,,0.33850086605,-0.102045580692,-1.2769771875,,0.0376657460358,-0.0849389430543,-0.0171635998446,0.995526030985
1628054651681645575,,3508,,0,0,"""T8""",,,0.338047097372,-0.102286526055,-1.27709522581,,0.0376000873362,-0.0847311582904,-0.0173042070082,0.995543785409
1628054651715049906,,3509,,0,0,"""T8""",,,0.337609664872,-0.102490996138,-1.2772077514,,0.0375514335057,-0.0845511807117,-0.0174657462771,0.995558102468
1628054651725539166,,3510,,0,0,"""T8""",,,0.337174864068,-0.102687564016,-1.27731778224,,0.037506850729,-0.0843844338984,-0.0176419509655,0.995570823714
1628054651784179731,,3511,,0,0,"""T8""",,,0.336747081276,-0.102936251494,-1.27742145547,,0.0374356498393,-0.0842187243921,-0.017808147754,0.995584576245
1628054651794712118,,3512,,0,0,"""T8""",,,0.33632614836,-0.103289890746,-1.27751493022,,0.0373132755497,-0.0840510525143,-0.0179611809245,0.995600590608
1628054651811128628,,3513,,0,0,"""T8""",,,0.335912232606,-0.103695701075,-1.27760184079,,0.0371642822939,-0.0838844283328,-0.0181042199959,0.995617625408
1628054651827955443,,3514,,0,0,"""T8""",,,0.335509916777,-0.104055359922,-1.27768961222,,0.0370316133158,-0.083715578014,-0.0182221274911,0.995634629612
1628054651844311552,,3515,,0,0,"""T8""",,,0.335101923003,-0.104316633356,-1.27778787048,,0.0369401260199,-0.083533234345,-0.0183108151945,0.995651716162
1628054651862099550,,3516,,0,0,"""T8""",,,0.334705613207,-0.10453174587,-1.27788718546,,0.0368649783545,-0.0833486645159,-0.0183743617212,0.99566879851
1628054651877738512,,3517,,0,0,"""T8""",,,0.334377731365,-0.10475945181,-1.2779659166,,0.0367745854682,-0.0831924320565,-0.0184098813973,0.99568455114
1628054651895797017,,3518,,0,0,"""T8""",,,0.334161396706,-0.105030310571,-1.27801019973,,0.0366491939223,-0.0830847248679,-0.018411380983,0.995698140065
1628054651910814079,,3519,,0,0,"""T8""",,,0.334013472555,-0.105313797995,-1.27803410282,,0.036508554465,-0.0830053437332,-0.0183848793718,0.995710417025
1628054651928490905,,3520,,0,0,"""T8""",,,0.333861749343,-0.105576517295,-1.27805882676,,0.0363803064407,-0.0829242217938,-0.0183454640915,0.995722597258
1628054651944313542,,3521,,0,0,"""T8""",,,0.333690947437,-0.105806212443,-1.27808873142,,0.0362777383491,-0.0828345345564,-0.0182992112737,0.995734655645
1628054651957850424,,3522,,0,0,"""T8""",,,0.333516362204,-0.106015153489,-1.27811959138,,0.0361875665016,-0.082743117251,-0.0182400175731,0.995746623563
1628054651978415351,,3523,,0,0,"""T8""",,,0.333311081538,-0.106206898158,-1.27815975852,,0.0360975745508,-0.0826403455269,-0.0181648708392,0.99575979828
1628054651994671970,,3524,,0,0,"""T8""",,,0.333042718232,-0.106376338486,-1.27821913756,,0.0360036952024,-0.0825140057037,-0.0180674316936,0.995775446929
1628054652012110337,,3525,,0,0,"""T8""",,,0.33274371465,-0.106528591235,-1.27828789085,,0.0359099993097,-0.0823763291987,-0.0179540219111,0.995792280265
1628054652028028994,,3526,,0,0,"""T8""",,,0.332484365159,-0.106682534069,-1.27834508334,,0.035816496866,-0.0822543612165,-0.0178405391504,0.99580776949
1628054652044703959,,3527,,0,0,"""T8""",,,0.332283439812,-0.106839245728,-1.27838545804,,0.0357256456676,-0.0821549085463,-0.017732601676,0.995821170734
1628054652061187779,,3528,,0,0,"""T8""",,,0.332122153491,-0.106997639737,-1.27841432485,,0.0356349884771,-0.0820711732737,-0.0176245933535,0.995833240971
1628054652077788065,,3529,,0,0,"""T8""",,,0.332014836553,-0.107173102384,-1.27842741294,,0.0355371761831,-0.0820098627095,-0.0175157102305,0.995843708331
1628054652094591413,,3530,,0,0,"""T8""",,,0.331974920265,-0.107371441259,-1.27842069983,,0.0354291486696,-0.0819764323931,-0.0174077715687,0.995852202611
1628054652111826702,,3531,,0,0,"""T8""",,,0.331988948944,-0.107586787637,-1.27839821621,,0.0353139670479,-0.0819654280843,-0.0172989447357,0.995859095877
1628054652127968646,,3532,,0,0,"""T8""",,,0.33203047021,-0.107817100269,-1.27836663037,,0.0351934386915,-0.081967181189,-0.017182644731,0.995865231746
1628054652145236665,,3533,,0,0,"""T8""",,,0.332092481241,-0.108067461071,-1.27832675656,,0.0350673754278,-0.0819800899985,-0.0170588603892,0.995870744277
1628054652161904878,,3534,,0,0,"""T8""",,,0.332182024243,-0.108332672385,-1.27827774668,,0.0349359669149,-0.0820057614347,-0.0169275735248,0.995875489487
1628054652178258171,,3535,,0,0,"""T8""",,,0.332294230255,-0.108595211409,-1.27822342782,,0.0348016355871,-0.0820393752442,-0.0167824142376,0.995879881131
